CALENDAR_YEAR,LOCATION_ID,RACE_ETHNICITY,ALONE_OR_IN_COMBINATION,CNT
2018,CA-602,Hispanic/Latina/e/o,Alone,417
2018,CA-602,Hispanic/Latina/e/o,In_Combination,4512
2018,CA-602,Native Hawaiian or Pacific Islander,Alone,132
2018,CA-602,Native Hawaiian or Pacific Islander,In_Combination,132
2018,CA-602,White,Alone,4654
2018,CA-602,White,In_Combination,4010
2018,CA-603,"American Indian, Alaska Native, or Indigenous",Alone,41
2018,CA-603,"American Indian, Alaska Native, or Indigenous",In_Combination,138
2018,CA-603,Asian or Asian American,Alone,20
2018,CA-603,Asian or Asian American,In_Combination,21
2018,CA-603,"Black, African American or African",Alone,201
2018,CA-603,"Black, African American or African",In_Combination,62
2018,CA-603,Hispanic/Latina/e/o,Alone,53
2018,CA-603,Hispanic/Latina/e/o,In_Combination,1160
2018,CA-603,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-603,Native Hawaiian or Pacific Islander,In_Combination,20
2018,CA-603,White,Alone,1128
2018,CA-603,White,In_Combination,1131
2018,CA-604,"American Indian, Alaska Native, or Indigenous",Alone,33
2018,CA-604,"American Indian, Alaska Native, or Indigenous",In_Combination,81
2018,CA-604,Asian or Asian American,Alone,11
2018,CA-604,Asian or Asian American,In_Combination,*
2018,CA-604,"Black, African American or African",Alone,819
2018,CA-604,"Black, African American or African",In_Combination,82
2018,CA-604,Hispanic/Latina/e/o,Alone,20
2018,CA-604,Hispanic/Latina/e/o,In_Combination,1191
2018,CA-604,Native Hawaiian or Pacific Islander,Alone,20
2018,CA-604,Native Hawaiian or Pacific Islander,In_Combination,14
2018,CA-604,White,Alone,1371
2018,CA-604,White,In_Combination,1167
2018,CA-606,"American Indian, Alaska Native, or Indigenous",Alone,17
2018,CA-606,"American Indian, Alaska Native, or Indigenous",In_Combination,39
2018,CA-606,Asian or Asian American,Alone,55
2018,CA-606,Asian or Asian American,In_Combination,26
2018,CA-606,"Black, African American or African",Alone,1164
2018,CA-606,"Black, African American or African",In_Combination,107
2018,CA-606,Hispanic/Latina/e/o,Alone,29
2018,CA-606,Hispanic/Latina/e/o,In_Combination,597
2018,CA-606,Native Hawaiian or Pacific Islander,Alone,28
2018,CA-606,Native Hawaiian or Pacific Islander,In_Combination,25
2018,CA-606,White,Alone,614
2018,CA-606,White,In_Combination,591
2018,CA-607,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-607,"American Indian, Alaska Native, or Indigenous",In_Combination,39
2018,CA-607,Asian or Asian American,Alone,36
2018,CA-607,Asian or Asian American,In_Combination,*
2018,CA-607,"Black, African American or African",Alone,489
2018,CA-607,"Black, African American or African",In_Combination,70
2018,CA-607,Hispanic/Latina/e/o,Alone,55
2018,CA-607,Hispanic/Latina/e/o,In_Combination,584
2018,CA-607,Native Hawaiian or Pacific Islander,Alone,28
2018,CA-607,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-607,White,Alone,331
2018,CA-607,White,In_Combination,537
2018,CA-608,"American Indian, Alaska Native, or Indigenous",Alone,82
2018,CA-608,"American Indian, Alaska Native, or Indigenous",In_Combination,158
2018,CA-608,Asian or Asian American,Alone,62
2018,CA-608,Asian or Asian American,In_Combination,34
2018,CA-608,"Black, African American or African",Alone,1585
2018,CA-608,"Black, African American or African",In_Combination,235
2018,CA-608,Hispanic/Latina/e/o,Alone,83
2018,CA-608,Hispanic/Latina/e/o,In_Combination,2654
2018,CA-608,Native Hawaiian or Pacific Islander,Alone,43
2018,CA-608,Native Hawaiian or Pacific Islander,In_Combination,47
2018,CA-608,White,Alone,2443
2018,CA-608,White,In_Combination,2525
2018,CA-609,"American Indian, Alaska Native, or Indigenous",Alone,43
2018,CA-609,"American Indian, Alaska Native, or Indigenous",In_Combination,159
2018,CA-609,Asian or Asian American,Alone,49
2018,CA-609,Asian or Asian American,In_Combination,39
2018,CA-609,"Black, African American or African",Alone,3006
2018,CA-609,"Black, African American or African",In_Combination,374
2018,CA-609,Hispanic/Latina/e/o,Alone,39
2018,CA-609,Hispanic/Latina/e/o,In_Combination,2585
2018,CA-609,Native Hawaiian or Pacific Islander,Alone,54
2018,CA-609,Native Hawaiian or Pacific Islander,In_Combination,48
2018,CA-609,White,Alone,1437
2018,CA-609,White,In_Combination,2429
2018,CA-611,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-611,"American Indian, Alaska Native, or Indigenous",In_Combination,59
2018,CA-611,Asian or Asian American,Alone,15
2018,CA-611,Asian or Asian American,In_Combination,19
2018,CA-611,"Black, African American or African",Alone,131
2018,CA-611,"Black, African American or African",In_Combination,78
2018,CA-611,Hispanic/Latina/e/o,Alone,26
2018,CA-611,Hispanic/Latina/e/o,In_Combination,1015
2018,CA-611,Native Hawaiian or Pacific Islander,Alone,14
2018,CA-611,Native Hawaiian or Pacific Islander,In_Combination,15
2018,CA-611,White,Alone,690
2018,CA-611,White,In_Combination,1023
2018,CA-612,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-612,"American Indian, Alaska Native, or Indigenous",In_Combination,16
2018,CA-612,Asian or Asian American,Alone,*
2018,CA-612,Asian or Asian American,In_Combination,*
2018,CA-612,"Black, African American or African",Alone,113
2018,CA-612,"Black, African American or African",In_Combination,29
2018,CA-612,Hispanic/Latina/e/o,Alone,*
2018,CA-612,Hispanic/Latina/e/o,In_Combination,229
2018,CA-612,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-612,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-612,White,Alone,120
2018,CA-612,White,In_Combination,211
2018,CA-613,"American Indian, Alaska Native, or Indigenous",Alone,*
2018,CA-613,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2018,CA-613,"Black, African American or African",Alone,34
2018,CA-613,"Black, African American or African",In_Combination,*
2018,CA-613,Hispanic/Latina/e/o,Alone,15
2018,CA-613,Hispanic/Latina/e/o,In_Combination,741
2018,CA-613,Native Hawaiian or Pacific Islander,Alone,*
2018,CA-613,Native Hawaiian or Pacific Islander,In_Combination,*
2018,CA-613,White,Alone,55
2018,CA-613,White,In_Combination,736
2018,CA-614,"American Indian, Alaska Native, or Indigenous",Alone,27
2018,CA-614,"American Indian, Alaska Native, or Indigenous",In_Combination,78
2018,CA-614,Asian or Asian American,Alone,*
2018,CA-614,Asian or Asian American,In_Combination,11
2018,CA-614,"Black, African American or African",Alone,77
2018,CA-614,"Black, African American or African",In_Combination,47
2018,CA-614,Hispanic/Latina/e/o,Alone,135
2018,CA-614,Hispanic/Latina/e/o,In_Combination,478
2018,CA-614,Native Hawaiian or Pacific Islander,Alone,13
2018,CA-614,Native Hawaiian or Pacific Islander,In_Combination,13
2018,CA-614,White,Alone,981
2018,CA-614,White,In_Combination,496
2019,All,"American Indian, Alaska Native, or Indigenous",Alone,2408
2019,All,"American Indian, Alaska Native, or Indigenous",In_Combination,8199
2019,All,Asian or Asian American,Alone,3539
2019,All,Asian or Asian American,In_Combination,1816
2019,All,"Black, African American or African",Alone,68862
2019,All,"Black, African American or African",In_Combination,9377
2019,All,Hispanic/Latina/e/o,Alone,6571
2019,All,Hispanic/Latina/e/o,In_Combination,72635
2019,All,Native Hawaiian or Pacific Islander,Alone,2129
2019,All,Native Hawaiian or Pacific Islander,In_Combination,2321
2019,All,White,Alone,65343
2019,All,White,In_Combination,69057
2019,CA-500,"American Indian, Alaska Native, or Indigenous",Alone,129
2019,CA-500,"American Indian, Alaska Native, or Indigenous",In_Combination,809
2019,CA-500,Asian or Asian American,Alone,448
2019,CA-500,Asian or Asian American,In_Combination,130
2019,CA-500,"Black, African American or African",Alone,1514
2019,CA-500,"Black, African American or African",In_Combination,435
2019,CA-500,Hispanic/Latina/e/o,Alone,471
2019,CA-500,Hispanic/Latina/e/o,In_Combination,4863
2019,CA-500,Native Hawaiian or Pacific Islander,Alone,140
2019,CA-500,Native Hawaiian or Pacific Islander,In_Combination,162
2019,CA-500,White,Alone,2643
2019,CA-500,White,In_Combination,4388
2019,CA-501,"American Indian, Alaska Native, or Indigenous",Alone,137
2019,CA-501,"American Indian, Alaska Native, or Indigenous",In_Combination,493
2019,CA-501,Asian or Asian American,Alone,274
2019,CA-501,Asian or Asian American,In_Combination,118
2019,CA-501,"Black, African American or African",Alone,3014
2019,CA-501,"Black, African American or African",In_Combination,474
2019,CA-501,Hispanic/Latina/e/o,Alone,648
2019,CA-501,Hispanic/Latina/e/o,In_Combination,1719
2019,CA-501,Native Hawaiian or Pacific Islander,Alone,177
2019,CA-501,Native Hawaiian or Pacific Islander,In_Combination,128
2019,CA-501,White,Alone,1477
2019,CA-501,White,In_Combination,1417
2019,CA-502,"American Indian, Alaska Native, or Indigenous",Alone,93
2019,CA-502,"American Indian, Alaska Native, or Indigenous",In_Combination,485
2019,CA-502,Asian or Asian American,Alone,168
2019,CA-502,Asian or Asian American,In_Combination,108
2019,CA-502,"Black, African American or African",Alone,4066
2019,CA-502,"Black, African American or African",In_Combination,571
2019,CA-502,Hispanic/Latina/e/o,Alone,56
2019,CA-502,Hispanic/Latina/e/o,In_Combination,1342
2019,CA-502,Native Hawaiian or Pacific Islander,Alone,123
2019,CA-502,Native Hawaiian or Pacific Islander,In_Combination,144
2019,CA-502,White,Alone,1140
2019,CA-502,White,In_Combination,1098
2019,CA-503,"American Indian, Alaska Native, or Indigenous",Alone,137
2019,CA-503,"American Indian, Alaska Native, or Indigenous",In_Combination,444
2019,CA-503,Asian or Asian American,Alone,145
2019,CA-503,Asian or Asian American,In_Combination,136
2019,CA-503,"Black, African American or African",Alone,5008
2019,CA-503,"Black, African American or African",In_Combination,900
2019,CA-503,Hispanic/Latina/e/o,Alone,79
2019,CA-503,Hispanic/Latina/e/o,In_Combination,1925
2019,CA-503,Native Hawaiian or Pacific Islander,Alone,124
2019,CA-503,Native Hawaiian or Pacific Islander,In_Combination,118
2019,CA-503,White,Alone,3343
2019,CA-503,White,In_Combination,2004
2019,CA-504,"American Indian, Alaska Native, or Indigenous",Alone,97
2019,CA-504,"American Indian, Alaska Native, or Indigenous",In_Combination,402
2019,CA-504,Asian or Asian American,Alone,29
2019,CA-504,Asian or Asian American,In_Combination,23
2019,CA-504,"Black, African American or African",Alone,227
2019,CA-504,"Black, African American or African",In_Combination,86
2019,CA-504,Hispanic/Latina/e/o,Alone,51
2019,CA-504,Hispanic/Latina/e/o,In_Combination,750
2019,CA-504,Native Hawaiian or Pacific Islander,Alone,33
2019,CA-504,Native Hawaiian or Pacific Islander,In_Combination,59
2019,CA-504,White,Alone,1863
2019,CA-504,White,In_Combination,655
2019,CA-505,"American Indian, Alaska Native, or Indigenous",Alone,61
2019,CA-505,"American Indian, Alaska Native, or Indigenous",In_Combination,374
2019,CA-505,Asian or Asian American,Alone,80
2019,CA-505,Asian or Asian American,In_Combination,67
2019,CA-505,"Black, African American or African",Alone,2246
2019,CA-505,"Black, African American or African",In_Combination,273
2019,CA-505,Hispanic/Latina/e/o,Alone,98
2019,CA-505,Hispanic/Latina/e/o,In_Combination,926
2019,CA-505,Native Hawaiian or Pacific Islander,Alone,74
2019,CA-505,Native Hawaiian or Pacific Islander,In_Combination,97
2019,CA-505,White,Alone,1284
2019,CA-505,White,In_Combination,677
2019,CA-506,"American Indian, Alaska Native, or Indigenous",Alone,29
2019,CA-506,"American Indian, Alaska Native, or Indigenous",In_Combination,94
2019,CA-506,Asian or Asian American,Alone,26
2019,CA-506,Asian or Asian American,In_Combination,38
2019,CA-506,"Black, African American or African",Alone,172
2019,CA-506,"Black, African American or African",In_Combination,109
2019,CA-506,Hispanic/Latina/e/o,Alone,42
2019,CA-506,Hispanic/Latina/e/o,In_Combination,1584
2019,CA-506,Native Hawaiian or Pacific Islander,Alone,31
2019,CA-506,Native Hawaiian or Pacific Islander,In_Combination,31
2019,CA-506,White,Alone,571
2019,CA-506,White,In_Combination,1509
2019,CA-507,"American Indian, Alaska Native, or Indigenous",Alone,24
2019,CA-507,"American Indian, Alaska Native, or Indigenous",In_Combination,16
2019,CA-507,Asian or Asian American,Alone,24
2019,CA-507,Asian or Asian American,In_Combination,*
2019,CA-507,"Black, African American or African",Alone,260
2019,CA-507,"Black, African American or African",In_Combination,78
2019,CA-507,Hispanic/Latina/e/o,Alone,75
2019,CA-507,Hispanic/Latina/e/o,In_Combination,273
2019,CA-507,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-507,Native Hawaiian or Pacific Islander,In_Combination,19
2019,CA-507,White,Alone,539
2019,CA-507,White,In_Combination,271
2019,CA-508,"American Indian, Alaska Native, or Indigenous",Alone,31
2019,CA-508,"American Indian, Alaska Native, or Indigenous",In_Combination,174
2019,CA-508,Asian or Asian American,Alone,*
2019,CA-508,Asian or Asian American,In_Combination,18
2019,CA-508,"Black, African American or African",Alone,97
2019,CA-508,"Black, African American or African",In_Combination,58
2019,CA-508,Hispanic/Latina/e/o,Alone,66
2019,CA-508,Hispanic/Latina/e/o,In_Combination,841
2019,CA-508,Native Hawaiian or Pacific Islander,Alone,20
2019,CA-508,Native Hawaiian or Pacific Islander,In_Combination,24
2019,CA-508,White,Alone,1038
2019,CA-508,White,In_Combination,793
2019,CA-509,"American Indian, Alaska Native, or Indigenous",Alone,58
2019,CA-509,"American Indian, Alaska Native, or Indigenous",In_Combination,57
2019,CA-509,Asian or Asian American,Alone,*
2019,CA-509,Asian or Asian American,In_Combination,*
2019,CA-509,"Black, African American or African",Alone,18
2019,CA-509,"Black, African American or African",In_Combination,14
2019,CA-509,Hispanic/Latina/e/o,Alone,11
2019,CA-509,Hispanic/Latina/e/o,In_Combination,123
2019,CA-509,Native Hawaiian or Pacific Islander,Alone,13
2019,CA-509,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-509,White,Alone,525
2019,CA-509,White,In_Combination,123
2019,CA-510,"American Indian, Alaska Native, or Indigenous",Alone,62
2019,CA-510,"American Indian, Alaska Native, or Indigenous",In_Combination,311
2019,CA-510,Asian or Asian American,Alone,76
2019,CA-510,Asian or Asian American,In_Combination,99
2019,CA-510,"Black, African American or African",Alone,774
2019,CA-510,"Black, African American or African",In_Combination,376
2019,CA-510,Hispanic/Latina/e/o,Alone,175
2019,CA-510,Hispanic/Latina/e/o,In_Combination,2412
2019,CA-510,Native Hawaiian or Pacific Islander,Alone,44
2019,CA-510,Native Hawaiian or Pacific Islander,In_Combination,89
2019,CA-510,White,Alone,2356
2019,CA-510,White,In_Combination,2474
2019,CA-511,"American Indian, Alaska Native, or Indigenous",Alone,69
2019,CA-511,"American Indian, Alaska Native, or Indigenous",In_Combination,270
2019,CA-511,Asian or Asian American,Alone,178
2019,CA-511,Asian or Asian American,In_Combination,141
2019,CA-511,"Black, African American or African",Alone,3020
2019,CA-511,"Black, African American or African",In_Combination,534
2019,CA-511,Hispanic/Latina/e/o,Alone,237
2019,CA-511,Hispanic/Latina/e/o,In_Combination,2927
2019,CA-511,Native Hawaiian or Pacific Islander,Alone,84
2019,CA-511,Native Hawaiian or Pacific Islander,In_Combination,143
2019,CA-511,White,Alone,2088
2019,CA-511,White,In_Combination,2983
2019,CA-512,"American Indian, Alaska Native, or Indigenous",Alone,37
2019,CA-512,"American Indian, Alaska Native, or Indigenous",In_Combination,222
2019,CA-512,Asian or Asian American,Alone,165
2019,CA-512,Asian or Asian American,In_Combination,51
2019,CA-512,"Black, African American or African",Alone,648
2019,CA-512,"Black, African American or African",In_Combination,111
2019,CA-512,Hispanic/Latina/e/o,Alone,81
2019,CA-512,Hispanic/Latina/e/o,In_Combination,1435
2019,CA-512,Native Hawaiian or Pacific Islander,Alone,312
2019,CA-512,Native Hawaiian or Pacific Islander,In_Combination,51
2019,CA-512,White,Alone,1047
2019,CA-512,White,In_Combination,1295
2019,CA-513,"American Indian, Alaska Native, or Indigenous",Alone,59
2019,CA-513,"American Indian, Alaska Native, or Indigenous",In_Combination,110
2019,CA-513,Asian or Asian American,Alone,17
2019,CA-513,Asian or Asian American,In_Combination,*
2019,CA-513,"Black, African American or African",Alone,358
2019,CA-513,"Black, African American or African",In_Combination,78
2019,CA-513,Hispanic/Latina/e/o,Alone,107
2019,CA-513,Hispanic/Latina/e/o,In_Combination,1660
2019,CA-513,Native Hawaiian or Pacific Islander,Alone,24
2019,CA-513,Native Hawaiian or Pacific Islander,In_Combination,34
2019,CA-513,White,Alone,1143
2019,CA-513,White,In_Combination,1585
2019,CA-514,"American Indian, Alaska Native, or Indigenous",Alone,58
2019,CA-514,"American Indian, Alaska Native, or Indigenous",In_Combination,126
2019,CA-514,Asian or Asian American,Alone,56
2019,CA-514,Asian or Asian American,In_Combination,17
2019,CA-514,"Black, African American or African",Alone,719
2019,CA-514,"Black, African American or African",In_Combination,121
2019,CA-514,Hispanic/Latina/e/o,Alone,70
2019,CA-514,Hispanic/Latina/e/o,In_Combination,1392
2019,CA-514,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-514,Native Hawaiian or Pacific Islander,In_Combination,26
2019,CA-514,White,Alone,808
2019,CA-514,White,In_Combination,1310
2019,CA-515,"American Indian, Alaska Native, or Indigenous",Alone,40
2019,CA-515,"American Indian, Alaska Native, or Indigenous",In_Combination,133
2019,CA-515,Asian or Asian American,Alone,21
2019,CA-515,Asian or Asian American,In_Combination,31
2019,CA-515,"Black, African American or African",Alone,123
2019,CA-515,"Black, African American or African",In_Combination,105
2019,CA-515,Hispanic/Latina/e/o,Alone,20
2019,CA-515,Hispanic/Latina/e/o,In_Combination,342
2019,CA-515,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-515,Native Hawaiian or Pacific Islander,In_Combination,20
2019,CA-515,White,Alone,1040
2019,CA-515,White,In_Combination,409
2019,CA-516,"American Indian, Alaska Native, or Indigenous",Alone,26
2019,CA-516,"American Indian, Alaska Native, or Indigenous",In_Combination,72
2019,CA-516,Asian or Asian American,Alone,*
2019,CA-516,Asian or Asian American,In_Combination,*
2019,CA-516,"Black, African American or African",Alone,41
2019,CA-516,"Black, African American or African",In_Combination,16
2019,CA-516,Hispanic/Latina/e/o,Alone,*
2019,CA-516,Hispanic/Latina/e/o,In_Combination,58
2019,CA-516,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-516,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-516,White,Alone,513
2019,CA-516,White,In_Combination,113
2019,CA-517,"American Indian, Alaska Native, or Indigenous",Alone,17
2019,CA-517,"American Indian, Alaska Native, or Indigenous",In_Combination,74
2019,CA-517,Asian or Asian American,Alone,*
2019,CA-517,Asian or Asian American,In_Combination,*
2019,CA-517,"Black, African American or African",Alone,50
2019,CA-517,"Black, African American or African",In_Combination,15
2019,CA-517,Hispanic/Latina/e/o,Alone,*
2019,CA-517,Hispanic/Latina/e/o,In_Combination,273
2019,CA-517,Native Hawaiian or Pacific Islander,Alone,12
2019,CA-517,Native Hawaiian or Pacific Islander,In_Combination,11
2019,CA-517,White,Alone,531
2019,CA-517,White,In_Combination,231
2019,CA-518,"American Indian, Alaska Native, or Indigenous",Alone,14
2019,CA-518,"American Indian, Alaska Native, or Indigenous",In_Combination,63
2019,CA-518,Asian or Asian American,Alone,13
2019,CA-518,Asian or Asian American,In_Combination,15
2019,CA-518,"Black, African American or African",Alone,421
2019,CA-518,"Black, African American or African",In_Combination,89
2019,CA-518,Hispanic/Latina/e/o,Alone,*
2019,CA-518,Hispanic/Latina/e/o,In_Combination,185
2019,CA-518,Native Hawaiian or Pacific Islander,Alone,18
2019,CA-518,Native Hawaiian or Pacific Islander,In_Combination,20
2019,CA-518,White,Alone,342
2019,CA-518,White,In_Combination,222
2019,CA-519,"American Indian, Alaska Native, or Indigenous",Alone,58
2019,CA-519,"American Indian, Alaska Native, or Indigenous",In_Combination,77
2019,CA-519,Asian or Asian American,Alone,15
2019,CA-519,Asian or Asian American,In_Combination,*
2019,CA-519,"Black, African American or African",Alone,121
2019,CA-519,"Black, African American or African",In_Combination,69
2019,CA-519,Hispanic/Latina/e/o,Alone,*
2019,CA-519,Hispanic/Latina/e/o,In_Combination,204
2019,CA-519,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-519,Native Hawaiian or Pacific Islander,In_Combination,13
2019,CA-519,White,Alone,1228
2019,CA-519,White,In_Combination,245
2019,CA-520,"American Indian, Alaska Native, or Indigenous",Alone,27
2019,CA-520,"American Indian, Alaska Native, or Indigenous",In_Combination,202
2019,CA-520,Asian or Asian American,Alone,55
2019,CA-520,Asian or Asian American,In_Combination,34
2019,CA-520,"Black, African American or African",Alone,482
2019,CA-520,"Black, African American or African",In_Combination,122
2019,CA-520,Hispanic/Latina/e/o,Alone,43
2019,CA-520,Hispanic/Latina/e/o,In_Combination,1610
2019,CA-520,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-520,Native Hawaiian or Pacific Islander,In_Combination,24
2019,CA-520,White,Alone,759
2019,CA-520,White,In_Combination,1474
2019,CA-521,"American Indian, Alaska Native, or Indigenous",Alone,17
2019,CA-521,"American Indian, Alaska Native, or Indigenous",In_Combination,64
2019,CA-521,Asian or Asian American,Alone,11
2019,CA-521,Asian or Asian American,In_Combination,*
2019,CA-521,"Black, African American or African",Alone,253
2019,CA-521,"Black, African American or African",In_Combination,53
2019,CA-521,Hispanic/Latina/e/o,Alone,12
2019,CA-521,Hispanic/Latina/e/o,In_Combination,366
2019,CA-521,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-521,Native Hawaiian or Pacific Islander,In_Combination,11
2019,CA-521,White,Alone,447
2019,CA-521,White,In_Combination,332
2019,CA-522,"American Indian, Alaska Native, or Indigenous",Alone,82
2019,CA-522,"American Indian, Alaska Native, or Indigenous",In_Combination,117
2019,CA-522,Asian or Asian American,Alone,*
2019,CA-522,Asian or Asian American,In_Combination,*
2019,CA-522,"Black, African American or African",Alone,64
2019,CA-522,"Black, African American or African",In_Combination,37
2019,CA-522,Hispanic/Latina/e/o,Alone,12
2019,CA-522,Hispanic/Latina/e/o,In_Combination,128
2019,CA-522,Native Hawaiian or Pacific Islander,Alone,11
2019,CA-522,Native Hawaiian or Pacific Islander,In_Combination,22
2019,CA-522,White,Alone,958
2019,CA-522,White,In_Combination,193
2019,CA-523,"American Indian, Alaska Native, or Indigenous",Alone,17
2019,CA-523,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2019,CA-523,Asian or Asian American,Alone,*
2019,CA-523,Asian or Asian American,In_Combination,*
2019,CA-523,"Black, African American or African",Alone,*
2019,CA-523,"Black, African American or African",In_Combination,*
2019,CA-523,Hispanic/Latina/e/o,Alone,*
2019,CA-523,Hispanic/Latina/e/o,In_Combination,140
2019,CA-523,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-523,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-523,White,Alone,198
2019,CA-523,White,In_Combination,136
2019,CA-524,"Black, African American or African",Alone,*
2019,CA-524,"Black, African American or African",In_Combination,*
2019,CA-524,Hispanic/Latina/e/o,Alone,*
2019,CA-524,Hispanic/Latina/e/o,In_Combination,*
2019,CA-524,White,Alone,19
2019,CA-524,White,In_Combination,*
2019,CA-525,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-525,"American Indian, Alaska Native, or Indigenous",In_Combination,13
2019,CA-525,Asian or Asian American,Alone,*
2019,CA-525,Asian or Asian American,In_Combination,*
2019,CA-525,"Black, African American or African",Alone,18
2019,CA-525,"Black, African American or African",In_Combination,*
2019,CA-525,Hispanic/Latina/e/o,Alone,*
2019,CA-525,Hispanic/Latina/e/o,In_Combination,55
2019,CA-525,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-525,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-525,White,Alone,260
2019,CA-525,White,In_Combination,58
2019,CA-526,"American Indian, Alaska Native, or Indigenous",Alone,15
2019,CA-526,"American Indian, Alaska Native, or Indigenous",In_Combination,40
2019,CA-526,Asian or Asian American,Alone,*
2019,CA-526,Asian or Asian American,In_Combination,*
2019,CA-526,"Black, African American or African",Alone,27
2019,CA-526,"Black, African American or African",In_Combination,11
2019,CA-526,Hispanic/Latina/e/o,Alone,*
2019,CA-526,Hispanic/Latina/e/o,In_Combination,121
2019,CA-526,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-526,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-526,White,Alone,491
2019,CA-526,White,In_Combination,140
2019,CA-527,"American Indian, Alaska Native, or Indigenous",Alone,18
2019,CA-527,"American Indian, Alaska Native, or Indigenous",In_Combination,20
2019,CA-527,Asian or Asian American,Alone,*
2019,CA-527,Asian or Asian American,In_Combination,*
2019,CA-527,"Black, African American or African",Alone,11
2019,CA-527,"Black, African American or African",In_Combination,*
2019,CA-527,Hispanic/Latina/e/o,Alone,*
2019,CA-527,Hispanic/Latina/e/o,In_Combination,48
2019,CA-527,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-527,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-527,White,Alone,267
2019,CA-527,White,In_Combination,58
2019,CA-529,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-529,"American Indian, Alaska Native, or Indigenous",In_Combination,24
2019,CA-529,Asian or Asian American,Alone,*
2019,CA-529,Asian or Asian American,In_Combination,*
2019,CA-529,"Black, African American or African",Alone,*
2019,CA-529,"Black, African American or African",In_Combination,13
2019,CA-529,Hispanic/Latina/e/o,Alone,*
2019,CA-529,Hispanic/Latina/e/o,In_Combination,47
2019,CA-529,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-529,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-529,White,Alone,156
2019,CA-529,White,In_Combination,50
2019,CA-530,"American Indian, Alaska Native, or Indigenous",Alone,13
2019,CA-530,"American Indian, Alaska Native, or Indigenous",In_Combination,*
2019,CA-530,Asian or Asian American,Alone,*
2019,CA-530,Asian or Asian American,In_Combination,*
2019,CA-530,"Black, African American or African",Alone,*
2019,CA-530,"Black, African American or African",In_Combination,*
2019,CA-530,Hispanic/Latina/e/o,Alone,*
2019,CA-530,Hispanic/Latina/e/o,In_Combination,40
2019,CA-530,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-530,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-530,White,Alone,93
2019,CA-530,White,In_Combination,38
2019,CA-531,"American Indian, Alaska Native, or Indigenous",Alone,*
2019,CA-531,"American Indian, Alaska Native, or Indigenous",In_Combination,45
2019,CA-531,Asian or Asian American,Alone,*
2019,CA-531,Asian or Asian American,In_Combination,*
2019,CA-531,"Black, African American or African",Alone,*
2019,CA-531,"Black, African American or African",In_Combination,*
2019,CA-531,Hispanic/Latina/e/o,Alone,*
2019,CA-531,Hispanic/Latina/e/o,In_Combination,42
2019,CA-531,Native Hawaiian or Pacific Islander,Alone,*
2019,CA-531,Native Hawaiian or Pacific Islander,In_Combination,*
2019,CA-531,White,Alone,490
2019,CA-531,White,In_Combination,77
2019,CA-600,"American Indian, Alaska Native, or Indigenous",Alone,479
2019,CA-600,"American Indian, Alaska Native, or Indigenous",In_Combination,1365
2019,CA-600,Asian or Asian American,Alone,936
2019,CA-600,Asian or Asian American,In_Combination,320
2019,CA-600,"Black, African American or African",Alone,33463
2019,CA-600,"Black, African American or African",In_Combination,2469
2019,CA-600,Hispanic/Latina/e/o,Alone,3402
2019,CA-600,Hispanic/Latina/e/o,In_Combination,25030
2019,CA-600,Native Hawaiian or Pacific Islander,Alone,415
2019,CA-600,Native Hawaiian or Pacific Islander,In_Combination,522
2019,CA-600,White,Alone,17122
2019,CA-600,White,In_Combination,23747
2019,CA-601,"American Indian, Alaska Native, or Indigenous",Alone,162
2019,CA-601,"American Indian, Alaska Native, or Indigenous",In_Combination,419
2019,CA-601,Asian or Asian American,Alone,270
2019,CA-601,Asian or Asian American,In_Combination,158
