CALENDAR_YEAR,LOCATION_ID,LOCATION,AGE_GROUP_PUBLIC,EXPERIENCING_HOMELESSNESS_CNT
2021,CA-513,"Kings, Tulare Counties CoC",18-24,307
2021,CA-513,"Kings, Tulare Counties CoC",25-34,536
2021,CA-513,"Kings, Tulare Counties CoC",35-44,609
2021,CA-513,"Kings, Tulare Counties CoC",45-54,483
2021,CA-513,"Kings, Tulare Counties CoC",55-64,404
2021,CA-513,"Kings, Tulare Counties CoC",65+,125
2021,CA-513,"Kings, Tulare Counties CoC",Under 18,963
2021,CA-514,"Fresno, Madera Counties CoC",18-24,466
2021,CA-514,"Fresno, Madera Counties CoC",25-34,1129
2021,CA-514,"Fresno, Madera Counties CoC",35-44,1311
2021,CA-514,"Fresno, Madera Counties CoC",45-54,1262
2021,CA-514,"Fresno, Madera Counties CoC",55-64,1055
2021,CA-514,"Fresno, Madera Counties CoC",65+,379
2021,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2021,CA-514,"Fresno, Madera Counties CoC",Under 18,1237
2021,CA-514,"Fresno, Madera Counties CoC",Unknown,22
2021,CA-515,Placer County CoC,18-24,152
2021,CA-515,Placer County CoC,25-34,370
2021,CA-515,Placer County CoC,35-44,370
2021,CA-515,Placer County CoC,45-54,349
2021,CA-515,Placer County CoC,55-64,324
2021,CA-515,Placer County CoC,65+,147
2021,CA-515,Placer County CoC,Invalid,*
2021,CA-515,Placer County CoC,Under 18,477
2021,CA-515,Placer County CoC,Unknown,14
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,128
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,284
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,323
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,243
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,300
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,154
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,402
2021,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,35
2021,CA-517,Napa County CoC,18-24,49
2021,CA-517,Napa County CoC,25-34,109
2021,CA-517,Napa County CoC,35-44,143
2021,CA-517,Napa County CoC,45-54,150
2021,CA-517,Napa County CoC,55-64,147
2021,CA-517,Napa County CoC,65+,63
2021,CA-517,Napa County CoC,Under 18,87
2021,CA-518,Solano County CoC,18-24,64
2021,CA-518,Solano County CoC,25-34,229
2021,CA-518,Solano County CoC,35-44,225
2021,CA-518,Solano County CoC,45-54,213
2021,CA-518,Solano County CoC,55-64,283
2021,CA-518,Solano County CoC,65+,132
2021,CA-518,Solano County CoC,Under 18,212
2021,CA-518,Solano County CoC,Unknown,*
2021,CA-519,Butte County CoC,18-24,153
2021,CA-519,Butte County CoC,25-34,327
2021,CA-519,Butte County CoC,35-44,363
2021,CA-519,Butte County CoC,45-54,325
2021,CA-519,Butte County CoC,55-64,316
2021,CA-519,Butte County CoC,65+,192
2021,CA-519,Butte County CoC,Under 18,360
2021,CA-519,Butte County CoC,Unknown,14
2021,CA-520,Merced County CoC,18-24,174
2021,CA-520,Merced County CoC,25-34,436
2021,CA-520,Merced County CoC,35-44,437
2021,CA-520,Merced County CoC,45-54,331
2021,CA-520,Merced County CoC,55-64,321
2021,CA-520,Merced County CoC,65+,117
2021,CA-520,Merced County CoC,Invalid,*
2021,CA-520,Merced County CoC,Under 18,514
2021,CA-520,Merced County CoC,Unknown,*
2021,CA-521,Yolo County CoC,18-24,97
2021,CA-521,Yolo County CoC,25-34,214
2021,CA-521,Yolo County CoC,35-44,221
2021,CA-521,Yolo County CoC,45-54,184
2021,CA-521,Yolo County CoC,55-64,202
2021,CA-521,Yolo County CoC,65+,99
2021,CA-521,Yolo County CoC,Under 18,407
2021,CA-521,Yolo County CoC,Unknown,*
2021,CA-522,Humboldt County CoC,18-24,137
2021,CA-522,Humboldt County CoC,25-34,203
2021,CA-522,Humboldt County CoC,35-44,380
2021,CA-522,Humboldt County CoC,45-54,285
2021,CA-522,Humboldt County CoC,55-64,264
2021,CA-522,Humboldt County CoC,65+,133
2021,CA-522,Humboldt County CoC,Invalid,*
2021,CA-522,Humboldt County CoC,Under 18,249
2021,CA-522,Humboldt County CoC,Unknown,29
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,71
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,116
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,100
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,78
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,64
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,31
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,240
2021,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2021,CA-524,"Yuba, Sutter Counties CoC",18-24,157
2021,CA-524,"Yuba, Sutter Counties CoC",25-34,340
2021,CA-524,"Yuba, Sutter Counties CoC",35-44,295
2021,CA-524,"Yuba, Sutter Counties CoC",45-54,241
2021,CA-524,"Yuba, Sutter Counties CoC",55-64,277
2021,CA-524,"Yuba, Sutter Counties CoC",65+,141
2021,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2021,CA-524,"Yuba, Sutter Counties CoC",Under 18,720
2021,CA-525,El Dorado County CoC,18-24,25
2021,CA-525,El Dorado County CoC,25-34,42
2021,CA-525,El Dorado County CoC,35-44,61
2021,CA-525,El Dorado County CoC,45-54,62
2021,CA-525,El Dorado County CoC,55-64,84
2021,CA-525,El Dorado County CoC,65+,51
2021,CA-525,El Dorado County CoC,Invalid,*
2021,CA-525,El Dorado County CoC,Under 18,94
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,53
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,128
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,99
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,109
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,107
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,52
2021,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,193
2021,CA-527,Tehama County CoC,18-24,22
2021,CA-527,Tehama County CoC,25-34,40
2021,CA-527,Tehama County CoC,35-44,52
2021,CA-527,Tehama County CoC,45-54,29
2021,CA-527,Tehama County CoC,55-64,34
2021,CA-527,Tehama County CoC,65+,18
2021,CA-527,Tehama County CoC,Under 18,80
2021,CA-527,Tehama County CoC,Unknown,16
2021,CA-529,Lake County CoC,18-24,*
2021,CA-529,Lake County CoC,25-34,32
2021,CA-529,Lake County CoC,35-44,24
2021,CA-529,Lake County CoC,45-54,14
2021,CA-529,Lake County CoC,55-64,23
2021,CA-529,Lake County CoC,65+,14
2021,CA-529,Lake County CoC,Under 18,70
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,17
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,36
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,34
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,26
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,36
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,13
2021,CA-530,"Alpine, Inyo, Mono Counties CoC",Under 18,61
2021,CA-531,Nevada County CoC,18-24,49
2021,CA-531,Nevada County CoC,25-34,120
2021,CA-531,Nevada County CoC,35-44,126
2021,CA-531,Nevada County CoC,45-54,116
2021,CA-531,Nevada County CoC,55-64,143
2021,CA-531,Nevada County CoC,65+,67
2021,CA-531,Nevada County CoC,Under 18,78
2021,CA-531,Nevada County CoC,Unknown,34
2021,CA-600,Los Angeles County CoC,18-24,6733
2021,CA-600,Los Angeles County CoC,25-34,15435
2021,CA-600,Los Angeles County CoC,35-44,15190
2021,CA-600,Los Angeles County CoC,45-54,13387
2021,CA-600,Los Angeles County CoC,55-64,12852
2021,CA-600,Los Angeles County CoC,65+,5359
2021,CA-600,Los Angeles County CoC,Invalid,24
2021,CA-600,Los Angeles County CoC,Under 18,13062
2021,CA-600,Los Angeles County CoC,Unknown,3393
2021,CA-601,San Diego County CoC,18-24,1879
2021,CA-601,San Diego County CoC,25-34,3882
2021,CA-601,San Diego County CoC,35-44,3641
2021,CA-601,San Diego County CoC,45-54,3529
2021,CA-601,San Diego County CoC,55-64,3730
2021,CA-601,San Diego County CoC,65+,1519
2021,CA-601,San Diego County CoC,Invalid,14
2021,CA-601,San Diego County CoC,Under 18,4387
2021,CA-601,San Diego County CoC,Unknown,364
2021,CA-602,Orange County CoC,18-24,809
2021,CA-602,Orange County CoC,25-34,2036
2021,CA-602,Orange County CoC,35-44,2019
2021,CA-602,Orange County CoC,45-54,1927
2021,CA-602,Orange County CoC,55-64,2078
2021,CA-602,Orange County CoC,65+,910
2021,CA-602,Orange County CoC,Under 18,2763
2021,CA-602,Orange County CoC,Unknown,3144
2021,CA-603,Santa Barbara County CoC,18-24,263
2021,CA-603,Santa Barbara County CoC,25-34,557
2021,CA-603,Santa Barbara County CoC,35-44,628
2021,CA-603,Santa Barbara County CoC,45-54,526
2021,CA-603,Santa Barbara County CoC,55-64,620
2021,CA-603,Santa Barbara County CoC,65+,276
2021,CA-603,Santa Barbara County CoC,Invalid,*
2021,CA-603,Santa Barbara County CoC,Under 18,852
2021,CA-603,Santa Barbara County CoC,Unknown,*
2021,CA-604,Kern County CoC,18-24,570
2021,CA-604,Kern County CoC,25-34,1203
2021,CA-604,Kern County CoC,35-44,1210
2021,CA-604,Kern County CoC,45-54,1022
2021,CA-604,Kern County CoC,55-64,906
2021,CA-604,Kern County CoC,65+,289
2021,CA-604,Kern County CoC,Invalid,*
2021,CA-604,Kern County CoC,Under 18,1637
2021,CA-604,Kern County CoC,Unknown,*
2021,CA-606,Long Beach CoC (Los Angeles County),18-24,190
2021,CA-606,Long Beach CoC (Los Angeles County),25-34,378
2021,CA-606,Long Beach CoC (Los Angeles County),35-44,442
2021,CA-606,Long Beach CoC (Los Angeles County),45-54,462
2021,CA-606,Long Beach CoC (Los Angeles County),55-64,664
2021,CA-606,Long Beach CoC (Los Angeles County),65+,385
2021,CA-606,Long Beach CoC (Los Angeles County),Invalid,*
2021,CA-606,Long Beach CoC (Los Angeles County),Under 18,448
2021,CA-606,Long Beach CoC (Los Angeles County),Unknown,60
2021,CA-607,Pasadena CoC (Los Angeles County),18-24,100
2021,CA-607,Pasadena CoC (Los Angeles County),25-34,120
2021,CA-607,Pasadena CoC (Los Angeles County),35-44,118
2021,CA-607,Pasadena CoC (Los Angeles County),45-54,159
2021,CA-607,Pasadena CoC (Los Angeles County),55-64,221
2021,CA-607,Pasadena CoC (Los Angeles County),65+,110
2021,CA-607,Pasadena CoC (Los Angeles County),Under 18,164
2021,CA-607,Pasadena CoC (Los Angeles County),Unknown,40
2021,CA-608,Riverside County CoC,18-24,623
2021,CA-608,Riverside County CoC,25-34,1418
2021,CA-608,Riverside County CoC,35-44,1304
2021,CA-608,Riverside County CoC,45-54,1089
2021,CA-608,Riverside County CoC,55-64,1078
2021,CA-608,Riverside County CoC,65+,529
2021,CA-608,Riverside County CoC,Invalid,*
2021,CA-608,Riverside County CoC,Under 18,2414
2021,CA-608,Riverside County CoC,Unknown,31
2021,CA-609,San Bernardino County CoC,18-24,670
2021,CA-609,San Bernardino County CoC,25-34,1269
2021,CA-609,San Bernardino County CoC,35-44,1098
2021,CA-609,San Bernardino County CoC,45-54,812
2021,CA-609,San Bernardino County CoC,55-64,879
2021,CA-609,San Bernardino County CoC,65+,367
2021,CA-609,San Bernardino County CoC,Under 18,2986
2021,CA-609,San Bernardino County CoC,Unknown,*
2021,CA-611,Ventura County CoC,18-24,135
2021,CA-611,Ventura County CoC,25-34,300
2021,CA-611,Ventura County CoC,35-44,400
2021,CA-611,Ventura County CoC,45-54,448
2021,CA-611,Ventura County CoC,55-64,551
2021,CA-611,Ventura County CoC,65+,303
2021,CA-611,Ventura County CoC,Invalid,*
2021,CA-611,Ventura County CoC,Under 18,460
2021,CA-611,Ventura County CoC,Unknown,11
2021,CA-612,Glendale CoC (Los Angeles County),18-24,39
2021,CA-612,Glendale CoC (Los Angeles County),25-34,88
2021,CA-612,Glendale CoC (Los Angeles County),35-44,80
2021,CA-612,Glendale CoC (Los Angeles County),45-54,86
2021,CA-612,Glendale CoC (Los Angeles County),55-64,128
2021,CA-612,Glendale CoC (Los Angeles County),65+,58
2021,CA-612,Glendale CoC (Los Angeles County),Under 18,131
2021,CA-613,Imperial County CoC,18-24,140
2021,CA-613,Imperial County CoC,25-34,259
2021,CA-613,Imperial County CoC,35-44,189
2021,CA-613,Imperial County CoC,45-54,123
2021,CA-613,Imperial County CoC,55-64,141
2021,CA-613,Imperial County CoC,65+,93
2021,CA-613,Imperial County CoC,Invalid,*
2021,CA-613,Imperial County CoC,Under 18,685
2021,CA-613,Imperial County CoC,Unknown,31
2021,CA-614,San Luis Obispo County CoC,18-24,195
2021,CA-614,San Luis Obispo County CoC,25-34,393
2021,CA-614,San Luis Obispo County CoC,35-44,405
2021,CA-614,San Luis Obispo County CoC,45-54,305
2021,CA-614,San Luis Obispo County CoC,55-64,289
2021,CA-614,San Luis Obispo County CoC,65+,159
2021,CA-614,San Luis Obispo County CoC,Invalid,*
2021,CA-614,San Luis Obispo County CoC,Under 18,640
2022,All,California,18-24,23999
2022,All,California,25-34,51270
2022,All,California,35-44,52586
2022,All,California,45-54,42858
2022,All,California,55-64,42531
2022,All,California,65+,19655
2022,All,California,Invalid,90
2022,All,California,Under 18,64100
2022,All,California,Unknown,7202
2022,CA-500,Santa Clara County CoC,18-24,1056
2022,CA-500,Santa Clara County CoC,25-34,2289
2022,CA-500,Santa Clara County CoC,35-44,2404
2022,CA-500,Santa Clara County CoC,45-54,1915
2022,CA-500,Santa Clara County CoC,55-64,1919
2022,CA-500,Santa Clara County CoC,65+,903
2022,CA-500,Santa Clara County CoC,Invalid,*
2022,CA-500,Santa Clara County CoC,Under 18,3766
2022,CA-500,Santa Clara County CoC,Unknown,16
2022,CA-501,San Francisco CoC,18-24,1660
2022,CA-501,San Francisco CoC,25-34,3521
2022,CA-501,San Francisco CoC,35-44,3502
2022,CA-501,San Francisco CoC,45-54,2626
2022,CA-501,San Francisco CoC,55-64,2148
2022,CA-501,San Francisco CoC,65+,990
2022,CA-501,San Francisco CoC,Invalid,11
2022,CA-501,San Francisco CoC,Under 18,3785
2022,CA-501,San Francisco CoC,Unknown,27
2022,CA-502,Alameda County CoC,18-24,958
2022,CA-502,Alameda County CoC,25-34,1962
2022,CA-502,Alameda County CoC,35-44,1992
2022,CA-502,Alameda County CoC,45-54,1867
2022,CA-502,Alameda County CoC,55-64,2056
2022,CA-502,Alameda County CoC,65+,957
2022,CA-502,Alameda County CoC,Under 18,1926
2022,CA-502,Alameda County CoC,Unknown,*
2022,CA-503,Sacramento County CoC,18-24,1184
2022,CA-503,Sacramento County CoC,25-34,1610
2022,CA-503,Sacramento County CoC,35-44,1766
2022,CA-503,Sacramento County CoC,45-54,1550
2022,CA-503,Sacramento County CoC,55-64,1594
2022,CA-503,Sacramento County CoC,65+,667
2022,CA-503,Sacramento County CoC,Invalid,*
2022,CA-503,Sacramento County CoC,Under 18,3520
2022,CA-503,Sacramento County CoC,Unknown,26
2022,CA-504,Sonoma County CoC,18-24,205
2022,CA-504,Sonoma County CoC,25-34,325
2022,CA-504,Sonoma County CoC,35-44,405
2022,CA-504,Sonoma County CoC,45-54,429
2022,CA-504,Sonoma County CoC,55-64,446
2022,CA-504,Sonoma County CoC,65+,255
2022,CA-504,Sonoma County CoC,Under 18,470
2022,CA-504,Sonoma County CoC,Unknown,*
2022,CA-505,Contra Costa County CoC,18-24,452
2022,CA-505,Contra Costa County CoC,25-34,787
2022,CA-505,Contra Costa County CoC,35-44,882
2022,CA-505,Contra Costa County CoC,45-54,796
2022,CA-505,Contra Costa County CoC,55-64,1062
2022,CA-505,Contra Costa County CoC,65+,590
2022,CA-505,Contra Costa County CoC,Under 18,1262
2022,CA-506,"Monterey, San Benito Counties CoC",18-24,230
2022,CA-506,"Monterey, San Benito Counties CoC",25-34,452
2022,CA-506,"Monterey, San Benito Counties CoC",35-44,483
2022,CA-506,"Monterey, San Benito Counties CoC",45-54,360
2022,CA-506,"Monterey, San Benito Counties CoC",55-64,396
2022,CA-506,"Monterey, San Benito Counties CoC",65+,226
2022,CA-506,"Monterey, San Benito Counties CoC",Invalid,*
2022,CA-506,"Monterey, San Benito Counties CoC",Under 18,749
2022,CA-506,"Monterey, San Benito Counties CoC",Unknown,*
2022,CA-507,Marin County CoC,18-24,109
2022,CA-507,Marin County CoC,25-34,270
2022,CA-507,Marin County CoC,35-44,284
2022,CA-507,Marin County CoC,45-54,268
2022,CA-507,Marin County CoC,55-64,285
2022,CA-507,Marin County CoC,65+,182
2022,CA-507,Marin County CoC,Invalid,*
2022,CA-507,Marin County CoC,Under 18,403
2022,CA-507,Marin County CoC,Unknown,20
2022,CA-508,Santa Cruz County CoC,18-24,128
2022,CA-508,Santa Cruz County CoC,25-34,204
2022,CA-508,Santa Cruz County CoC,35-44,263
2022,CA-508,Santa Cruz County CoC,45-54,218
2022,CA-508,Santa Cruz County CoC,55-64,258
2022,CA-508,Santa Cruz County CoC,65+,215
2022,CA-508,Santa Cruz County CoC,Invalid,*
2022,CA-508,Santa Cruz County CoC,Under 18,550
2022,CA-509,Mendocino County CoC,18-24,98
2022,CA-509,Mendocino County CoC,25-34,263
2022,CA-509,Mendocino County CoC,35-44,310
2022,CA-509,Mendocino County CoC,45-54,260
2022,CA-509,Mendocino County CoC,55-64,203
2022,CA-509,Mendocino County CoC,65+,125
2022,CA-509,Mendocino County CoC,Under 18,402
2022,CA-509,Mendocino County CoC,Unknown,*
2022,CA-510,Stanislaus County CoC,18-24,509
2022,CA-510,Stanislaus County CoC,25-34,1088
2022,CA-510,Stanislaus County CoC,35-44,1164
2022,CA-510,Stanislaus County CoC,45-54,878
2022,CA-510,Stanislaus County CoC,55-64,843
2022,CA-510,Stanislaus County CoC,65+,313
2022,CA-510,Stanislaus County CoC,Under 18,1478
2022,CA-510,Stanislaus County CoC,Unknown,14
2022,CA-511,San Joaquin County CoC,18-24,700
2022,CA-511,San Joaquin County CoC,25-34,1398
2022,CA-511,San Joaquin County CoC,35-44,1122
2022,CA-511,San Joaquin County CoC,45-54,673
2022,CA-511,San Joaquin County CoC,55-64,663
2022,CA-511,San Joaquin County CoC,65+,314
2022,CA-511,San Joaquin County CoC,Invalid,*
2022,CA-511,San Joaquin County CoC,Under 18,3601
2022,CA-511,San Joaquin County CoC,Unknown,43
2022,CA-512,San Mateo County CoC,18-24,277
2022,CA-512,San Mateo County CoC,25-34,649
2022,CA-512,San Mateo County CoC,35-44,635
2022,CA-512,San Mateo County CoC,45-54,578
2022,CA-512,San Mateo County CoC,55-64,653
2022,CA-512,San Mateo County CoC,65+,364
2022,CA-512,San Mateo County CoC,Under 18,1097
2022,CA-512,San Mateo County CoC,Unknown,31
2022,CA-513,"Kings, Tulare Counties CoC",18-24,335
2022,CA-513,"Kings, Tulare Counties CoC",25-34,675
2022,CA-513,"Kings, Tulare Counties CoC",35-44,727
2022,CA-513,"Kings, Tulare Counties CoC",45-54,543
2022,CA-513,"Kings, Tulare Counties CoC",55-64,417
2022,CA-513,"Kings, Tulare Counties CoC",65+,143
2022,CA-513,"Kings, Tulare Counties CoC",Under 18,1324
2022,CA-514,"Fresno, Madera Counties CoC",18-24,560
2022,CA-514,"Fresno, Madera Counties CoC",25-34,1435
2022,CA-514,"Fresno, Madera Counties CoC",35-44,1888
2022,CA-514,"Fresno, Madera Counties CoC",45-54,1639
2022,CA-514,"Fresno, Madera Counties CoC",55-64,1365
2022,CA-514,"Fresno, Madera Counties CoC",65+,468
2022,CA-514,"Fresno, Madera Counties CoC",Invalid,*
2022,CA-514,"Fresno, Madera Counties CoC",Under 18,1203
2022,CA-514,"Fresno, Madera Counties CoC",Unknown,30
2022,CA-515,Placer County CoC,18-24,201
2022,CA-515,Placer County CoC,25-34,455
2022,CA-515,Placer County CoC,35-44,499
2022,CA-515,Placer County CoC,45-54,395
2022,CA-515,Placer County CoC,55-64,359
2022,CA-515,Placer County CoC,65+,154
2022,CA-515,Placer County CoC,Under 18,600
2022,CA-515,Placer County CoC,Unknown,16
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",18-24,150
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",25-34,359
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",35-44,402
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",45-54,280
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",55-64,328
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",65+,185
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Invalid,*
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Under 18,579
2022,CA-516,"Shasta, Siskiyou, Lassen, Plumas, Del Norte, Modoc, Sierra Counties CoC",Unknown,11
2022,CA-517,Napa County CoC,18-24,61
2022,CA-517,Napa County CoC,25-34,143
2022,CA-517,Napa County CoC,35-44,190
2022,CA-517,Napa County CoC,45-54,151
2022,CA-517,Napa County CoC,55-64,142
2022,CA-517,Napa County CoC,65+,66
2022,CA-517,Napa County CoC,Under 18,183
2022,CA-518,Solano County CoC,18-24,81
2022,CA-518,Solano County CoC,25-34,207
2022,CA-518,Solano County CoC,35-44,225
2022,CA-518,Solano County CoC,45-54,178
2022,CA-518,Solano County CoC,55-64,274
2022,CA-518,Solano County CoC,65+,130
2022,CA-518,Solano County CoC,Invalid,*
2022,CA-518,Solano County CoC,Under 18,182
2022,CA-518,Solano County CoC,Unknown,*
2022,CA-519,Butte County CoC,18-24,183
2022,CA-519,Butte County CoC,25-34,406
2022,CA-519,Butte County CoC,35-44,487
2022,CA-519,Butte County CoC,45-54,431
2022,CA-519,Butte County CoC,55-64,418
2022,CA-519,Butte County CoC,65+,237
2022,CA-519,Butte County CoC,Under 18,301
2022,CA-519,Butte County CoC,Unknown,55
2022,CA-520,Merced County CoC,18-24,225
2022,CA-520,Merced County CoC,25-34,494
2022,CA-520,Merced County CoC,35-44,544
2022,CA-520,Merced County CoC,45-54,340
2022,CA-520,Merced County CoC,55-64,311
2022,CA-520,Merced County CoC,65+,122
2022,CA-520,Merced County CoC,Invalid,*
2022,CA-520,Merced County CoC,Under 18,978
2022,CA-520,Merced County CoC,Unknown,*
2022,CA-521,Yolo County CoC,18-24,100
2022,CA-521,Yolo County CoC,25-34,228
2022,CA-521,Yolo County CoC,35-44,251
2022,CA-521,Yolo County CoC,45-54,168
2022,CA-521,Yolo County CoC,55-64,197
2022,CA-521,Yolo County CoC,65+,83
2022,CA-521,Yolo County CoC,Under 18,469
2022,CA-522,Humboldt County CoC,18-24,170
2022,CA-522,Humboldt County CoC,25-34,328
2022,CA-522,Humboldt County CoC,35-44,504
2022,CA-522,Humboldt County CoC,45-54,403
2022,CA-522,Humboldt County CoC,55-64,388
2022,CA-522,Humboldt County CoC,65+,170
2022,CA-522,Humboldt County CoC,Invalid,*
2022,CA-522,Humboldt County CoC,Under 18,353
2022,CA-522,Humboldt County CoC,Unknown,29
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",18-24,57
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",25-34,95
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",35-44,107
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",45-54,83
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",55-64,62
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",65+,20
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Invalid,*
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Under 18,200
2022,CA-523,"Colusa, Glenn, Trinity Counties CoC",Unknown,*
2022,CA-524,"Yuba, Sutter Counties CoC",18-24,155
2022,CA-524,"Yuba, Sutter Counties CoC",25-34,396
2022,CA-524,"Yuba, Sutter Counties CoC",35-44,450
2022,CA-524,"Yuba, Sutter Counties CoC",45-54,289
2022,CA-524,"Yuba, Sutter Counties CoC",55-64,304
2022,CA-524,"Yuba, Sutter Counties CoC",65+,133
2022,CA-524,"Yuba, Sutter Counties CoC",Invalid,*
2022,CA-524,"Yuba, Sutter Counties CoC",Under 18,908
2022,CA-524,"Yuba, Sutter Counties CoC",Unknown,*
2022,CA-525,El Dorado County CoC,18-24,35
2022,CA-525,El Dorado County CoC,25-34,58
2022,CA-525,El Dorado County CoC,35-44,65
2022,CA-525,El Dorado County CoC,45-54,56
2022,CA-525,El Dorado County CoC,55-64,79
2022,CA-525,El Dorado County CoC,65+,44
2022,CA-525,El Dorado County CoC,Invalid,*
2022,CA-525,El Dorado County CoC,Under 18,148
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",18-24,76
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",25-34,147
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",35-44,170
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",45-54,130
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",55-64,138
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",65+,87
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Under 18,266
2022,CA-526,"Amador, Calaveras, Mariposa, Tuolumne Counties CoC",Unknown,*
2022,CA-527,Tehama County CoC,18-24,43
2022,CA-527,Tehama County CoC,25-34,97
2022,CA-527,Tehama County CoC,35-44,107
2022,CA-527,Tehama County CoC,45-54,88
2022,CA-527,Tehama County CoC,55-64,70
2022,CA-527,Tehama County CoC,65+,29
2022,CA-527,Tehama County CoC,Under 18,218
2022,CA-527,Tehama County CoC,Unknown,51
2022,CA-529,Lake County CoC,18-24,*
2022,CA-529,Lake County CoC,25-34,29
2022,CA-529,Lake County CoC,35-44,29
2022,CA-529,Lake County CoC,45-54,17
2022,CA-529,Lake County CoC,55-64,27
2022,CA-529,Lake County CoC,65+,15
2022,CA-529,Lake County CoC,Under 18,51
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",18-24,14
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",25-34,28
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",35-44,37
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",45-54,17
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",55-64,26
2022,CA-530,"Alpine, Inyo, Mono Counties CoC",65+,19
